GI	Eco_Ctrl1	Eco_Ctrl2	Eco_Exp1	Eco_Exp2
b3690	0	0	5	1
b3691	0	0	0	0
b3693	0	0	1	0
b3696	1	0	0	0
b3697	0	0	4	3
b3698	1	0	4	1
b3699	18	4	39	11
b3700	1	0	0	0
b3701	3	2	15	4
b3702	14	2	50	11
b3703	44	19	164	31
b3704	30	9	18	7
b3705	26	9	44	18
b3706	1	0	2	3
b3707	0	0	0	0
b3708	1	0	0	0
b3709	0	0	0	0
b3710	1	1	0	0
b3711	0	0	0	0
b3712	0	0	0	0
b3713	1	1	1	1
b3714	8	8	3	2
b3715	0	1	0	0
b3716	0	0	1	0
b3717	1	0	0	0
b3718	0	0	0	0
b3719	0	0	0	0
b3720	0	0	0	0
b3721	0	0	0	0
b3722	0	0	0	0
b3723	0	0	0	0
b3724	0	0	6	3
b3725	1	0	4	1
b3726	1	1	1	0
b3727	1	0	0	2
b3728	2	0	15	4
b3729	19	5	47	28
b3730	12	2	40	15
b3731	6	2	14	5
b3732	23	5	66	30
b3733	7	3	53	9
b3734	30	7	109	30
b3735	12	2	33	11
b3736	13	2	66	18
b3737	7	2	67	14
b3738	17	4	55	12
b3739	14	1	65	20
b3740	0	0	2	0
b3741	33	4	92	30
b3742	9	2	34	2
b3743	1	0	18	6
b3744	1	1	626	230
b3745	0	0	1	0
b3746	2	0	3	1
b3747	2	0	4	0
b3748	10	5	6	2
b3749	0	0	1	0
b3750	0	0	0	1
b3751	0	1	6	0
b3752	0	0	2	1
b3753	0	0	0	0
b3754	0	0	1	0
b3755	0	0	2	1
b3764	16	9	287	86
b3765	1	0	0	0
b3766	32	13	32	36
b3769	2	0	4	3
b3770	14	4	31	14
b3771	7	0	16	6
b3772	3	1	12	5
b3773	3	0	6	1
b3774	7	1	25	4
b3775	9	1	11	4
b3777	0	0	0	1
b3778	3	0	11	4
b3779	6	0	9	3
b3780	9	3	20	3
b3781	15	5	61	24
b3782	3	1	7	4
b3783	15	5	57	8
b3784	3	2	14	7
b3785	0	3	6	3
b3786	0	0	3	0
b3787	1	0	2	0
b3788	1	0	1	1
b3789	1	0	2	0
b3790	0	1	2	0
b3791	1	0	5	1
b3792	1	0	0	0
b3793	0	0	4	0
b3794	0	0	1	4
b3795	4	0	1	1
b3800	1	0	0	0
b3801	0	0	1	0
b3802	2	1	2	1
b3803	4	0	4	0
b3804	0	0	2	2
b3805	12	2	36	13
b3806	13	5	19	14
b3807	0	0	3	1
b3808	0	0	0	0
b3809	3	1	23	2
b3810	1	1	10	4
b3811	0	0	1	1
b3812	1	1	2	0
b3813	5	2	21	5
b3816	21	6	176	63
b3817	0	0	0	0
b3818	0	0	0	0
b3819	0	1	2	0
b3820	4	0	9	2
b3821	4	0	13	3
b3822	1	0	4	2
b3823	3	0	6	5
b3824	3	0	9	2
b3825	0	1	15	6
b3826	0	0	1	0
b3827	2	1	7	3
b3828	2	1	24	13
b3829	116	27	276	87
b3830	4	2	5	4
b3831	8	1	19	8
b3832	0	0	2	0
b3833	3	0	15	5
b3834	4	1	5	1
b3835	6	1	7	3
b3836	6	1	31	5
b3838	6	2	19	6
b3839	3	0	6	0
b3842	2	0	3	4
b3843	15	2	62	15
b3844	1	3	24	10
b3845	1	1	2	0
b3846	0	0	6	3
b3847	0	2	17	2
b3848	0	1	1	0
b3849	0	1	8	4
b3850	0	0	2	1
b3856	0	0	1	0
b3857	1	0	4	1
b3858	1	0	0	1
b3859	2	2	9	4
b3860	9	4	15	10
b3861	0	0	0	0
b3862	0	0	0	4
b3863	5	1	24	11
b3865	8	0	34	14
b3866	4	1	23	1
b3867	2	2	21	1
b3868	3	0	2	2
b3869	0	0	1	0
b3870	14	6	18	3
b3871	208	64	597	149
b3872	1	0	0	1
b3873	0	0	1	0
b3874	0	0	0	0
b3875	0	0	0	0
b3876	0	0	0	0
b3877	0	0	0	0
b3878	0	0	1	0
b3879	0	0	0	0
b3880	0	0	0	0
b3881	0	0	0	0
b3882	0	0	0	0
b3883	1	0	1	0
b3884	1	0	1	2
b3885	1	0	4	1
b3886	1	0	1	0
b3887	2	2	5	0
b3888	3	2	11	3
b3889	0	0	0	0
b3890	0	0	4	0
b3891	9	3	38	10
b3892	1	3	5	2
b3893	1	0	3	3
b3894	5	0	18	17
b3895	0	1	10	4
b3896	0	0	1	0
b3897	0	0	0	0
b3898	0	0	0	0
b3899	1	0	1	0
b3900	0	0	0	0
b3901	0	0	0	0
b3902	0	0	0	0
b3903	0	0	0	0
b3904	0	0	0	0
b3905	0	0	4	0
b3906	0	0	0	0
b3907	0	0	0	0
b3908	17	15	46	22
b3909	1	0	1	0
b3910	0	1	6	1
b3911	1	2	5	2
b3912	2	3	19	10
b3915	4	2	34	7
b3916	64	24	163	51
b3917	0	0	8	1
b3918	0	0	1	0
b3919	13	3	70	16
b3920	0	0	0	0
b3921	1	1	6	1
b3922	1	0	5	1
b3923	0	1	5	0
b3924	1	1	2	1
b3925	2	3	10	5
b3926	0	0	20	3
b3927	0	0	5	1
b3928	2	3	35	12
b3929	28	3	79	25
b3930	8	0	7	3
b3931	4	1	17	6
b3932	3	1	5	1
b3933	1	0	8	1
b3934	0	0	0	0
b3935	2	0	5	1
b3936	32	16	73	24
b3937	0	0	1	0
b3938	0	0	9	1
b3939	2	0	26	12
b3940	9	1	44	34
b3941	1	1	13	5
b3942	7	1	22	5
b3943	0	0	0	0
b3944	0	0	0	0
b3945	1	0	0	0
b3946	0	0	0	0
b3947	0	0	0	0
b3949	0	0	1	0
b3950	0	0	0	0
b3951	0	1	1	0
b3952	0	0	0	0
b3953	0	0	0	0
b3954	0	0	1	0
b3955	0	0	8	2
b3956	16	8	50	12
b3957	4	2	8	5
b3958	0	0	6	2
b3959	1	0	9	3
b3960	6	0	19	4
b3961	9	3	18	4
b3962	1	0	8	0
b3963	10	3	48	15
b3964	2	0	12	2
b3965	0	3	17	6
b3966	1	0	13	4
b3967	2	2	14	1
b3972	2	2	16	1
b3973	2	0	4	0
b3974	1	0	3	0
b3980	346	123	1086	313
b3981	24	6	55	11
b3982	32	16	58	14
b3983	257	79	417	220
b3984	344	102	1127	256
b3985	492	108	968	358
b3986	319	149	1169	289
b3987	71	30	255	65
b3988	168	45	486	171
b3989	0	0	0	0
b3990	17	6	63	25
b3991	11	11	49	23
b3992	15	8	85	32
b3993	24	8	45	25
b3994	19	8	113	39
b3995	3	1	14	8
b3996	2	2	8	5
b3997	6	1	17	10
b3998	0	0	2	2
b3999	4	1	10	4
b4000	14	3	42	16
b4001	0	1	10	1
b4002	0	0	0	0
b4003	0	0	0	0
b4004	2	0	3	0
b4005	7	3	8	1
b4006	20	8	18	12
b4011	0	0	0	0
b4012	0	0	1	1
b4013	1	2	44	20
b4014	30	13	101	23
b4015	21	9	48	32
b4016	6	1	20	5
b4017	0	0	0	0
b4018	1	0	3	0
b4019	6	1	45	15
b4020	1	0	3	2
b4021	2	0	2	1
b4022	1	0	0	0
b4023	0	0	1	0
b4024	3	2	21	20
b4025	14	10	39	10
b4026	0	0	6	3
b4027	0	0	0	0
b4028	0	0	0	0
b4029	0	0	1	0
b4030	0	0	0	1
b4031	0	0	2	1
b4032	1	0	0	0
b4033	1	0	0	0
b4034	0	0	1	0
b4035	0	0	0	0
b4036	0	0	0	0
b4037	0	0	1	0
b4038	0	0	0	0
b4039	3	1	16	9
b4040	16	3	41	19
b4041	4	2	9	4
b4042	1	0	7	1
b4043	3	2	28	6
b4044	0	0	4	0
b4045	0	0	1	2
b4046	1	2	7	1
b4047	0	0	0	0
b4048	0	0	0	0
b4049	6	3	25	7
b4050	0	0	1	0
b4051	0	0	4	1
b4052	3	1	31	7
b4053	2	1	7	1
b4054	7	1	19	10
b4055	1	0	2	0
b4056	2	0	8	0
b4057	1	0	3	1
b4058	8	2	17	4
b4059	11	3	23	8
b4060	3	2	7	3
b4061	0	0	0	0
b4062	0	0	8	1
b4063	0	0	6	0
b4064	21	3	48	13
b4065	1	1	1	1
b4066	0	0	0	0
b4067	0	0	0	2
b4068	0	0	0	2
b4069	2	0	2	4
b4070	0	0	0	1
b4071	0	0	0	0
b4072	1	0	0	0
b4073	0	0	1	0
b4074	0	0	0	1
b4075	0	0	1	1
b4076	0	0	0	0
b4077	2	0	19	2
b4078	2	0	12	2
b4079	0	1	6	0
b4080	0	0	0	0
b4081	0	0	1	0
b4082	0	0	0	0
b4083	0	0	0	0
b4084	0	0	0	0
b4085	0	0	0	0
b4086	0	0	0	0
b4087	0	0	0	0
b4088	0	0	0	0
b4089	1	0	1	0
b4090	0	0	0	0
b4092	0	0	0	0
b4093	1	0	0	0
b4094	1	0	0	0
b4095	0	0	0	0
b4096	0	0	0	0
b4097	0	0	0	0
b4098	0	0	0	0
b4099	0	0	0	0
b4100	0	0	0	0
b4101	0	0	0	0
b4102	0	0	0	0
b4105	0	0	0	0
b4106	0	0	0	0
b4107	0	0	0	0
b4108	0	0	9	0
b4109	0	0	1	0
b4110	0	0	0	0
b4111	29	10	45	16
b4112	0	0	0	0
b4113	2	0	2	3
b4114	0	0	0	1
b4115	1	0	0	0
b4116	0	0	0	0
b4117	0	0	1	0
b4118	1	0	1	0
b4119	0	0	0	0
b4120	0	0	1	0
b4121	2	0	0	2
b4122	0	0	0	0
b4123	1	0	1	0
b4124	0	0	0	0
b4125	1	1	3	0
b4126	0	0	0	0
b4127	0	0	0	0
b4128	0	0	0	0
b4129	3	1	4	2
b4130	1	0	1	0
b4131	0	0	0	0
b4132	0	0	0	0
b4133	0	0	1	0
b4135	1	1	8	2
b4136	3	0	5	0
b4137	0	0	1	0
b4138	4	1	21	5
b4139	6	1	8	1
b4140	0	0	0	0
b4141	4	3	16	3
b4142	1	1	18	5
b4143	30	9	143	51
b4144	17	5	38	15
b4145	0	0	1	0
b4146	3	1	7	2
b4147	44	18	118	39
b4148	1	0	4	0
b4149	0	0	0	0
b4150	0	0	1	0
b4151	1	1	2	0
b4152	1	0	1	0
b4153	0	0	0	0
b4154	2	1	1	1
b4155	3	0	4	1
b4156	0	0	4	0
b4157	0	0	0	0
b4158	0	0	0	0
b4159	4	1	2	1
b4160	6	0	8	0
b4161	4	5	23	10
b4162	5	3	11	7
b4166	4	1	2	0
b4167	7	2	20	7
b4168	1	1	3	0
b4169	3	1	6	0
b4170	3	0	7	6
b4171	15	8	93	33
b4172	16	6	42	18
b4173	10	2	24	7
b4174	6	2	12	2
b4175	9	4	23	7
b4176	1	2	1	0
b4177	98	28	205	84
b4178	9	3	20	6
b4179	13	4	16	4
b4180	5	1	19	14
b4181	0	0	0	0
b4182	0	0	0	0
b4183	0	0	0	0
b4184	0	0	0	0
b4185	0	0	0	0
b4186	0	1	2	0
b4187	0	2	1	1
b4188	1	0	3	1
b4189	9	4	2	1
b4190	0	0	0	0
b4191	0	0	0	0
b4192	0	0	0	0
b4193	0	0	0	0
b4194	0	0	0	0
b4195	0	0	0	0
b4196	0	0	1	0
b4197	0	0	1	1
b4198	0	0	0	0
b4199	0	0	0	0
b4200	169	66	362	146
b4201	145	50	457	111
b4202	31	10	120	23
b4203	163	49	596	168
b4204	0	0	0	0
b4205	0	0	0	0
b4206	1	0	9	6
b4207	7	3	21	13
b4208	20	3	46	20
b4209	0	0	2	1
b4210	0	0	0	0
b4211	1	0	2	0
b4212	0	0	1	1
b4213	1	0	3	3
b4214	1	0	10	6
b4215	0	0	0	0
b4216	1	0	0	0
b4217	0	1	4	1
b4218	3	1	7	2
b4219	4	0	11	4
b4220	2	1	4	2
b4221	4	1	15	1
b4222	0	2	7	2
b4223	0	0	1	0
b4224	0	0	6	0
b4225	0	0	8	5
b4226	20	2	73	16
b4227	0	0	0	0
b4230	0	0	1	0
b4231	0	2	1	0
b4232	4	3	45	14
b4233	19	2	70	25
b4234	6	1	12	10
b4235	5	4	19	10
b4237	0	0	2	0
b4238	4	0	0	0
b4239	0	0	0	0
b4240	0	0	0	0
b4241	0	0	6	1
b4242	6	4	32	11
b4243	6	4	32	9
b4244	0	1	1	0
b4245	0	0	3	2
b4246	0	0	14	3
b4248	1	0	0	0
b4249	0	0	1	0
b4251	1	0	1	1
b4252	2	0	0	1
b4253	0	0	0	0
b4254	1	0	2	2
b4255	8	2	31	17
b4256	1	0	10	4
b4257	0	0	1	0
b4258	23	15	67	18
b4259	1	0	13	5
b4260	29	11	94	28
b4261	16	3	44	9
b4262	11	7	32	16
b4263	2	0	7	4
b4264	0	0	0	1
b4265	2	0	5	1
b4266	0	0	0	0
b4267	0	0	0	1
b4268	0	0	0	0
b4269	4	0	0	3
b4271	0	0	0	0
b4272	0	0	0	0
b4273	0	1	0	0
b4277	0	0	0	0
b4278	0	1	0	0
b4279	0	0	0	0
b4280	0	0	0	0
b4281	0	0	0	0
b4282	0	0	1	0
b4284	0	0	0	0
b4286	0	0	0	0
b4287	0	0	0	0
b4288	0	0	0	0
b4289	2	0	0	0
b4290	1	2	0	0
b4291	2	0	1	0
b4292	7	7	3	4
b4293	10	6	2	3
b4294	0	0	1	0
b4295	2	2	0	1
b4296	0	0	1	0
b4297	1	0	0	0
b4298	0	0	0	0
b4299	0	0	0	0
b4300	0	0	0	0
b4301	0	0	0	0
b4302	0	0	1	0
b4303	0	0	0	0
b4304	0	0	0	0
b4305	0	0	0	0
b4306	0	0	0	0
b4307	0	0	0	0
b4308	0	0	0	0
b4309	0	0	0	0
b4310	0	0	0	0
b4311	0	0	0	0
b4312	0	0	0	0
b4313	1	0	0	0
b4314	34	12	14	0
b4315	4	1	0	0
b4316	0	1	0	0
b4317	2	0	0	0
b4318	0	0	0	0
b4319	0	0	0	0
b4320	0	0	0	0
b4321	0	0	2	0
b4322	2	0	11	4
b4323	0	0	3	4
b4324	6	2	24	6
b4325	0	0	0	0
b4326	0	0	0	0
b4327	0	0	0	0
b4328	0	0	1	1
b4329	0	0	0	0
b4330	0	0	0	0
b4331	0	0	0	0
b4332	1	0	0	0
b4333	0	0	0	0
b4334	0	0	0	0
b4335	1	0	0	0
b4336	0	0	0	0
b4337	2	0	0	0
b4340	0	0	1	0
b4341	0	0	0	0
b4342	1	1	1	0
b4345	0	0	0	0
b4346	0	0	0	0
b4347	0	0	0	0
b4348	0	0	0	0
b4349	1	0	0	0
b4350	0	1	0	0
b4351	2	0	1	0
b4352	2	0	1	0
b4353	0	0	0	0
b4354	8	4	12	8
b4355	0	1	0	0
b4356	0	0	0	0
b4357	0	0	0	0
b4358	0	0	0	0
b4359	0	0	10	5
b4360	3	0	7	1
b4361	1	0	6	1
b4362	4	0	9	3
b4363	0	0	0	0
b4364	0	0	0	1
b4365	0	0	1	0
b4366	0	0	0	0
b4367	13	10	66	15
b4371	3	5	23	9
b4372	3	0	2	2
b4373	1	0	6	0
b4374	2	0	5	3
b4375	25	4	73	28
b4376	8	3	7	4
b4377	1	0	3	1
b4378	0	0	6	0
b4379	0	0	0	0
b4380	0	0	1	0
b4381	12	1	253	82
b4382	2	1	130	39
b4383	18	9	152	48
b4384	6	3	19	11
b4385	0	0	1	0
b4386	2	0	8	0
b4387	0	0	2	1
b4388	5	1	16	6
b4389	5	3	12	3
b4390	4	0	4	3
b4391	26	5	90	26
b4392	0	2	5	5
b4393	1	0	1	0
b4394	0	0	4	3
b4395	9	4	45	23
b4396	7	2	18	4
b4397	0	1	4	2
b4398	0	1	6	2
b4399	0	1	1	0
b4400	0	0	3	0
b4401	14	4	63	12
b4402	0	0	0	0
b4403	0	0	2	2
b4406	3	0	13	2
b4407	1	1	21	8
b4409	0	0	6	1
b4410	1	0	2	0
b4411	1	1	3	2
b4412	0	0	0	0
b4415	0	0	0	0
b4419	0	0	0	0
b4421	1	0	3	0
b4423	2	0	0	1
b4428	2	0	2	1
b4453	1	0	5	1
b4455	0	0	0	0
b4460	0	0	0	0
b4461	0	0	0	0
b4462	0	0	0	0
b4463	0	0	0	0
b4464	0	0	0	0
b4465	0	0	0	0
b4466	0	0	1	0
b4467	0	2	1	0
b4468	0	0	0	0
b4469	13	8	21	7
b4470	3	0	3	0
b4471	1	0	5	1
b4472	0	0	2	1
b4473	3	2	5	2
b4474	0	0	2	0
b4475	1	0	3	0
b4476	1	0	0	0
b4477	0	0	1	1
b4478	0	0	0	0
b4479	1	1	4	3
b4480	0	0	2	1
b4481	0	0	5	0
b4482	0	0	1	0
b4483	3	1	6	0
b4484	0	1	8	1
b4485	1	0	0	0
b4486	0	0	0	0
b4487	0	0	0	0
b4488	35	10	150	52
b4490	23	13	10	2
b4491	1	0	0	0
b4492	6	3	1	0
b4493	10	2	22	5
b4494	0	0	0	0
b4495	0	0	0	0
b4496	0	0	0	2
b4497	0	0	0	0
b4498	0	0	0	0
b4500	1	0	0	0
b4501	0	0	1	0
b4502	0	0	4	1
b4503	0	0	0	0
b4504	0	0	0	0
b4506	1	0	0	0
b4509	0	0	0	0
b4510	0	0	0	0
b4511	0	0	1	1
b4512	0	0	1	0
b4513	0	0	0	0
b4514	0	0	0	0
b4515	0	0	4	1
b4516	0	0	0	0
b4517	0	1	0	0
b4518	0	0	0	0
b4519	0	0	1	0
b4520	0	0	1	0
b4521	1	0	1	0
b4522	3	0	4	1
b4523	0	0	0	1
b4524	0	0	0	0
b4525	0	0	0	0
b4526	0	0	0	0
b4527	0	0	0	0
b4528	1	0	0	0
b4529	2	2	3	1
b4532	1	1	46	12
b4533	0	0	0	0
b4534	0	0	0	1
b4535	0	0	0	0
b4536	0	0	0	0
b4537	0	0	6	0
b4538	0	1	0	0
b4539	0	0	11	2
b4541	0	0	0	0
b4542	0	1	0	1
b4543	0	0	8	0
b4544	0	0	0	0
b4545	0	0	0	0
b4546	1	0	1	0
b4547	1	0	3	0
b4548	0	0	0	0
b4550	3	1	17	6
b4551	0	2	2	0
b4553	0	1	0	0
b4554	3	0	2	1
b4555	0	0	0	0
b4557	13	4	6	5
b4558	7	2	17	9
b4559	0	0	0	0
b4565	0	0	0	0
b4566	0	0	0	0
b4567	13	2	32	6
b4568	0	1	1	1
b4569	0	0	0	0
b4570	0	0	0	0
b4571	0	0	0	0
b4572	0	0	0	0
b4573	0	1	1	0
b4575	1	0	3	0
b4579	0	0	0	0
b4580	0	0	0	0
b4581	1	0	2	0
b4582	0	0	0	0
b4583	0	0	0	0
b4584	0	1	0	0
b4586	0	0	0	0
b4587	0	0	0	0
b4588	0	0	0	0
b4589	0	0	0	0
b4590	0	0	0	0
b4592	0	0	0	0
b4593	0	0	0	0
b4594	0	0	0	0
b4595	2	0	18	3
b4596	0	0	0	1
b4598	0	0	0	0
b4599	0	1	8	1
b4601	0	0	0	0
b4602	0	0	2	1
b4604	0	0	0	0
b4605	0	0	0	0
b4606	2	0	3	0
b4610	0	0	0	0
b4612	0	0	0	0
b4613	4	2	24	8
b4615	0	0	0	0
b4618	0	0	3	0
b4620	0	0	0	0
b4621	0	0	0	0
b4622	0	0	0	0
b4623	0	0	0	0
b4626	0	0	0	0
b4630	0	0	0	0
b4632	0	0	0	0
b4633	0	0	0	0
b4634	0	0	0	0
b4637	1	0	6	1
b4638	0	0	0	0
b4644	0	0	0	0
b4650	0	0	0	0
b4655	0	0	0	0
b4657	0	0	0	0
b4658	1	0	0	0
b4660	0	0	0	0
b4661	0	0	2	0
b4662	5	3	6	3
b4663	1	0	14	0
b4664	1	0	1	1
b4665	0	0	0	0
b4666	0	0	0	0
b4667	0	0	0	0
b4668	0	0	0	0
b4669	0	3	16	7
b4670	0	0	0	0
b4671	0	0	0	0
b4672	0	0	0	0
b4673	0	0	0	0
b4674	0	0	0	0
b4675	0	1	2	1
b4676	0	0	1	0
b4677	0	0	0	0
b4678	0	0	0	1
b4679	0	0	0	0
b4680	0	0	2	0
b4682	0	0	0	0
b4683	0	0	0	0
b4684	0	0	0	0
b4685	10	4	28	4
b4686	2	0	27	5
b4687	0	0	0	0
b4688	0	0	1	0
b4689	0	0	0	0
b4692	0	0	0	0
b4693	0	0	0	0
b4696	1	1	2	3
b4702	3	0	7	2
b4703	0	0	1	0
b4705	1	0	0	0
b4706	0	0	0	0
b4709	0	0	0	0
b4710	0	0	0	0
b4711	4	0	1	0
b4715	0	0	0	0
b4720	0	0	0	0
b4721	0	0	0	0
b4722	0	0	0	0
b4723	11	1	18	4
b4724	1	0	0	0
b4725	1	0	3	0
b4726	0	0	0	0
b4727	0	0	0	0
b4728	4	1	14	3
b4729	0	0	0	0
b4730	0	0	0	0
b4731	0	0	0	0
b4732	0	0	0	0
b4733	0	0	0	0
b4734	0	0	0	0
b4735	0	0	11	1
b4736	2	0	1	2
b4737	0	0	0	0
b4738	0	0	0	0
b4739	0	0	0	0
b4740	0	0	0	0
b4741	1	0	3	1
b4742	0	0	2	0
b4743	0	0	0	0
b4744	0	1	1	0
b4745	0	0	0	0
b4746	0	0	0	0
b4747	0	0	0	0
b4748	0	0	0	0
b4749	0	0	0	0
b4750	0	0	0	0
b4751	0	0	0	0
b4752	0	0	1	0
b4753	0	0	0	0
b4754	0	0	0	0
b4755	0	0	0	0
b4756	0	0	1	0
b4757	0	0	0	0
